timestamp,cpuUsage,cpuTemperature,cpuCoreMaxTemperature,cpuPackagePower,cpuAverageClock,gpuUsage,gpuTemperature,gpuMemoryLoad,ramUsage,networkConnections,processCount
2026-07-01 11:31:50.743397500,35.8,69,65,19.7,2072.7,0,58.8,0,93.55,209,338
2026-07-01 11:31:53.657314800,28.1,67,63,20.3,1902.6,0,58.5,0,94.24,218,340
2026-07-01 11:31:55.742260900,20.8,68,66,18.7,1877.4,0,58.8,0,94.45,219,338
2026-07-01 11:31:57.797805400,30.5,71,68,34.4,1976.63,0,58.8,0,94.31,218,338
2026-07-01 11:31:59.856292700,32.1,69,63,22.0,1925.28,0,59.0,0,94.95,225,340
2026-07-01 11:32:01.921122100,20.3,68,63,19.8,1912.05,0,58.9,0,94.96,225,340
2026-07-01 11:32:04.012519600,24.7,68,63,18.6,1906.2,0,58.9,0,95.43,223,340
2026-07-01 11:32:06.182595200,24.8,68,63,19.3,1868.74,0,58.5,0,95.2,223,340
2026-07-01 11:32:08.388675400,24.6,68,64,19.7,1901.2,0,58.5,0,94.59,226,340
2026-07-01 11:32:10.588942500,22.3,71,63,18.4,1905.75,0,58.8,0,94.19,225,340
2026-07-01 11:32:12.788245700,30.8,68,63,20.1,1928.95,0,58.8,0,94.54,225,339
2026-07-01 11:32:14.970112600,26.3,69,63,18.8,1919.4,0,58.8,0,94.31,221,339
2026-07-01 11:32:17.148748700,38.4,68,64,17.2,1885.64,0,58.4,0,94.86,217,339
2026-07-01 11:32:19.428712100,29.6,67,61,20.3,1854.0,0,58.7,0,95.18,243,339
2026-07-01 11:32:21.635229700,29.2,64,61,20.0,1847.16,0,58.8,0,94.58,225,339
2026-07-01 11:32:23.783807800,22.2,69,61,19.4,1859.68,0,59.0,0,94.41,221,339
2026-07-01 11:32:25.838285200,39.5,77,77,34.0,1892.22,0,58.9,0,94.32,224,339
2026-07-01 11:32:27.897363500,19.6,68,61,19.7,1892.45,0,58.8,0,94.59,219,339
2026-07-01 11:32:29.957705000,30.2,71,65,23.6,1903.59,0,58.5,0,94.86,219,339
2026-07-01 11:32:32.000081500,30.4,68,63,19.0,1904.8,0,58.9,0,94.61,218,339
2026-07-01 11:32:34.050543700,26.8,69,64,21.7,1930.2,0,58.9,0,95.03,218,339
2026-07-01 11:32:36.110930700,28.8,65,60,16.2,1910.05,0,58.4,0,94.82,216,339
2026-07-01 11:32:38.268475600,23.0,69,62,21.7,1907.53,0,58.8,0,94.69,215,339
2026-07-01 11:32:40.446750000,28.6,65,61,20.1,1902.6,0,58.9,0,94.8,214,339
2026-07-01 11:32:42.596827900,30.8,66,61,20.8,1896.3,0,58.8,0,94.88,214,339
2026-07-01 11:32:44.767888000,26.2,65,58,13.4,1873.52,0,58.8,0,94.75,215,339
2026-07-01 11:32:46.925603500,27.6,68,64,17.9,1869.7,0,58.7,0,94.94,215,339
2026-07-01 11:32:49.097561900,25.0,68,62,17.4,1855.13,0,58.4,0,94.9,214,339
2026-07-01 11:32:51.243070300,27.2,68,61,17.8,1849.16,0,58.8,0,95.13,212,339
2026-07-01 11:32:53.398852300,24.9,68,63,18.2,1846.11,0,58.7,0,95.36,210,339
2026-07-01 11:32:55.612480500,32.6,67,59,14.8,1836.75,0,58.2,0,95.2,210,339
2026-07-01 11:32:57.764748400,28.9,68,61,17.9,1840.58,0,58.3,0,95.22,209,339
2026-07-01 11:32:59.932896600,28.5,68,63,20.3,1852.01,0,58.3,0,95.48,210,339
2026-07-01 11:33:02.123080600,25.6,65,59,16.0,1839.97,0,58.7,0,95.2,207,339
2026-07-01 11:33:04.275895900,30.6,69,70,23.1,1841.94,0,58.4,0,95.44,207,339
2026-07-01 11:33:06.430264900,30.8,67,61,16.7,1825.95,0,58.2,0,95.67,207,339
2026-07-01 11:33:08.602943600,45.1,68,72,23.7,1823.76,0,58.6,0,96.07,205,339
2026-07-01 11:33:10.762956000,35.5,73,74,19.6,1826.34,0,58.3,0,95.31,204,339
2026-07-01 11:33:12.904437100,29.9,68,64,22.9,1830.72,0,58.4,0,95.33,203,339
2026-07-01 11:33:15.069148300,29.6,70,72,21.7,1829.99,0,58.9,0,95.15,203,339
2026-07-01 11:33:17.216594700,25.1,65,62,21.3,1836.68,0,58.4,0,95.28,199,339
2026-07-01 11:33:19.367816000,34.4,66,62,16.6,1830.3,0,58.9,0,95.4,198,339
2026-07-01 11:33:21.532416500,36.2,68,63,16.5,1834.47,0,58.3,0,95.64,198,339
2026-07-01 11:33:23.781921300,27.9,68,61,14.8,1827.14,0,58.3,0,94.91,197,339
2026-07-01 11:33:25.949093700,23.3,69,64,20.9,1833.86,0,58.9,0,94.94,196,339
2026-07-01 11:33:28.102396800,24.9,68,62,20.8,1837.13,0,58.4,0,94.91,197,339
2026-07-01 11:33:30.150103500,26.0,67,59,17.2,1828.88,0,58.5,0,94.98,197,339
2026-07-01 11:33:32.195811400,30.2,65,61,15.1,1817.55,0,58.7,0,94.83,197,339
2026-07-01 11:33:34.243977400,25.2,65,61,18.8,1811.57,0,58.3,0,94.84,195,339
2026-07-01 11:33:36.304279800,31.8,69,63,21.7,1813.39,0,58.8,0,94.2,194,339
2026-07-01 11:33:38.350477100,35.5,77,77,30.4,1817.74,0,58.4,0,93.13,182,339
2026-07-01 11:33:40.393812200,22.1,69,62,18.5,1826.64,0,58.8,0,93.42,181,339
2026-07-01 11:33:42.435416800,21.0,68,64,19.5,1841.86,0,58.8,0,93.45,181,339
2026-07-01 11:33:44.479382700,20.4,69,64,18.4,1842.75,0,58.8,0,93.35,181,339
2026-07-01 11:33:46.530275600,26.9,68,63,20.6,1843.49,0,58.4,0,93.32,182,339
2026-07-01 11:33:48.574386900,33.8,67,62,17.4,1838.36,0,58.8,0,93.31,182,339
2026-07-01 11:33:50.626609200,23.1,65,62,16.9,1829.87,0,58.4,0,93.25,181,339
2026-07-01 11:33:52.664233100,24.8,65,61,17.0,1819.07,0,58.3,0,93.36,181,339
2026-07-01 11:33:54.710132300,25.1,68,64,22.0,1819.31,0,58.9,0,93.46,189,341
2026-07-01 11:33:56.778511700,18.9,68,63,17.6,1815.56,0,58.8,0,93.86,188,341
2026-07-01 11:33:58.931183200,39.8,69,64,20.1,1821.11,0,58.6,0,94.0,187,342
2026-07-01 11:34:01.097857600,24.5,69,64,19.6,1827.41,0,58.8,0,93.22,187,341
2026-07-01 11:34:03.261799100,23.6,64,61,15.1,1820.9,0,58.3,0,93.01,185,341
2026-07-01 11:34:05.418578600,20.3,68,63,17.0,1822.08,0,58.5,0,93.07,185,341
2026-07-01 11:34:07.596108900,30.0,68,63,19.5,1824.19,0,58.5,0,93.11,184,341
2026-07-01 11:34:09.746561100,31.1,66,61,14.4,1816.6,0,58.1,0,93.02,183,342
2026-07-01 11:34:11.897478200,24.9,68,61,16.6,1810.64,0,58.6,0,93.09,187,341
2026-07-01 11:34:14.040783100,26.2,64,61,13.5,1805.32,0,58.1,0,93.28,187,341
2026-07-01 11:34:16.187576400,26.0,68,64,20.3,1806.27,0,58.2,0,93.54,190,341
2026-07-01 11:34:18.323533800,31.4,68,63,20.8,1812.15,0,58.5,0,93.23,190,341
2026-07-01 11:34:20.492564500,31.6,65,62,17.2,1804.91,0,58.1,0,93.16,190,341
2026-07-01 11:34:22.672803800,26.0,68,63,21.1,1803.64,0,58.5,0,93.8,186,341
2026-07-01 11:34:24.821866200,32.5,68,62,20.2,1805.25,0,58.1,0,93.8,186,342
2026-07-01 11:34:26.969619400,35.2,68,68,25.0,1813.04,0,58.5,0,93.43,186,341
2026-07-01 11:34:29.123160500,29.0,68,63,17.5,1814.23,0,58.2,0,93.41,185,341
2026-07-01 11:34:31.251019300,30.0,68,62,18.3,1812.66,0,58.1,0,92.98,185,341
2026-07-01 11:34:33.309781400,22.8,68,63,16.8,1814.97,0,58.1,0,92.86,206,341
2026-07-01 11:34:35.364007600,26.1,68,62,15.8,1813.27,0,58.1,0,92.81,192,341
2026-07-01 11:34:37.413190200,25.0,68,63,19.0,1817.83,0,58.0,0,92.88,194,341
2026-07-01 11:34:39.470956700,27.4,66,63,19.7,1813.46,0,58.5,0,92.85,187,341
2026-07-01 11:34:41.526164300,20.5,68,63,19.9,1814.63,0,58.5,0,92.7,187,341
2026-07-01 11:34:43.576563500,34.4,66,63,18.0,1810.64,0,58.1,0,92.98,187,342
2026-07-01 11:34:45.658119400,25.4,68,64,21.3,1815.92,0,58.5,0,93.64,187,341
2026-07-01 11:34:47.798175700,21.3,68,61,19.8,1818.3,0,58.4,0,93.45,187,341
2026-07-01 11:34:49.961130000,27.0,69,63,18.5,1819.0,0,58.4,0,93.17,184,341
2026-07-01 11:34:52.115665400,23.0,68,61,18.7,1821.14,0,58.5,0,93.21,184,341
2026-07-01 11:34:54.262998900,24.0,66,59,15.7,1815.56,0,58.0,0,93.17,184,339
2026-07-01 11:34:56.436228100,29.6,68,66,20.6,1814.9,0,58.1,0,93.15,183,339
2026-07-01 11:34:58.586539100,39.6,68,65,27.0,1821.34,0,58.6,0,93.56,190,340
2026-07-01 11:35:00.731629300,26.8,69,70,29.3,1824.48,0,58.7,0,93.9,190,339
2026-07-01 11:35:02.920776000,39.1,68,66,25.5,1826.79,0,58.2,0,93.66,189,339
2026-07-01 11:35:05.092518500,37.1,68,64,23.1,1829.05,0,58.3,0,93.94,189,339
2026-07-01 11:35:07.246470800,19.0,68,62,18.9,1828.76,0,58.3,0,93.69,187,339
2026-07-01 11:35:09.400823600,24.6,68,62,19.9,1823.98,0,58.3,0,93.98,187,339
2026-07-01 11:35:11.543437600,27.0,67,62,16.9,1820.04,0,58.7,0,93.81,187,339
2026-07-01 11:35:13.696756800,36.0,67,63,16.9,1815.52,0,58.7,0,93.81,187,339
2026-07-01 11:35:15.837969100,33.4,69,63,21.7,1817.97,0,58.8,0,93.76,198,340
2026-07-01 11:35:17.976476500,26.3,69,63,22.4,1820.83,0,58.3,0,93.86,206,340
2026-07-01 11:35:20.018076700,34.8,67,61,16.6,1818.92,0,58.4,0,93.26,196,339
2026-07-01 11:35:22.060837800,24.7,67,61,14.7,1814.21,0,58.7,0,93.25,196,339
2026-07-01 11:35:24.110236000,20.8,63,61,15.8,1809.78,0,58.7,0,93.29,197,343
2026-07-01 11:35:26.148980600,26.0,64,61,14.4,1805.94,0,58.7,0,93.34,198,339
2026-07-01 11:35:28.190775500,23.0,65,61,15.1,1801.98,0,58.8,0,93.26,196,339
2026-07-01 11:35:30.236437000,25.1,68,61,15.1,1798.71,0,58.7,0,93.22,194,339
2026-07-01 11:35:32.285885600,19.4,68,61,16.1,1797.36,0,58.3,0,93.05,194,339
2026-07-01 11:35:34.321868500,25.0,68,63,18.5,1799.3,0,58.8,0,93.12,194,339
2026-07-01 11:35:36.366824800,31.8,65,61,14.7,1795.97,0,58.5,0,93.17,193,339
2026-07-01 11:35:38.412126600,22.0,68,63,17.7,1796.32,0,58.9,0,93.25,193,339
2026-07-01 11:35:40.452228400,21.1,68,61,19.4,1797.99,0,59.1,0,93.08,192,340
2026-07-01 11:35:42.509329400,20.4,67,61,14.4,1793.32,0,58.8,0,93.21,193,339
2026-07-01 11:35:44.554415800,21.0,69,61,18.7,1795.84,0,59.1,0,93.15,193,339
2026-07-01 11:35:46.604411500,22.6,65,60,17.6,1796.34,0,59.5,0,93.14,193,341
2026-07-01 11:35:48.663019700,18.5,67,59,13.7,1793.66,0,59.2,0,93.15,193,339
2026-07-01 11:35:50.710426100,22.8,68,62,16.4,1792.07,0,59.2,0,93.07,193,339
2026-07-01 11:35:52.760095500,21.5,71,61,16.0,1792.82,0,59.4,0,93.14,193,339
2026-07-01 11:35:54.819287400,27.1,69,64,18.1,1794.52,0,59.7,0,93.12,193,339
2026-07-01 11:35:56.877648700,25.7,67,61,15.1,1789.95,0,60.1,0,93.19,192,339
2026-07-01 11:35:58.921831700,24.4,65,61,19.9,1786.96,0,60.1,0,93.2,186,339
2026-07-01 11:36:00.979550400,28.5,65,62,19.5,1783.64,0,60.2,0,93.23,185,339
2026-07-01 11:36:03.029906100,26.2,68,61,19.6,1782.37,0,60.4,0,93.26,184,339
2026-07-01 11:36:05.071782000,18.0,68,61,14.7,1779.72,0,60.0,0,93.2,184,339
2026-07-01 11:36:07.122992400,23.8,71,63,18.6,1784.19,0,60.3,0,93.19,186,339
2026-07-01 11:36:09.166148000,21.6,71,64,17.4,1783.92,0,60.8,0,93.22,185,339
2026-07-01 11:36:11.220422500,18.2,71,64,13.5,1781.38,0,60.4,0,93.14,185,339
2026-07-01 11:36:13.268656900,20.9,67,62,16.4,1779.22,0,60.6,0,93.25,185,339
2026-07-01 11:36:15.306445200,23.8,72,66,17.9,1779.0,0,60.4,0,93.14,185,339
2026-07-01 11:36:17.353614500,21.7,71,64,17.9,1776.5,0,61.1,0,93.25,188,339
2026-07-01 11:36:19.401992700,20.3,71,64,16.4,1777.24,0,60.8,0,93.24,190,339
2026-07-01 11:36:21.447243000,21.9,69,62,15.7,1778.11,0,60.9,0,93.2,189,339
2026-07-01 11:36:23.493784900,20.2,71,63,17.4,1782.75,0,60.8,0,93.23,189,339
2026-07-01 11:36:25.531188300,22.7,71,65,17.9,1783.81,0,61.4,0,93.24,188,339
2026-07-01 11:36:27.571889000,22.6,71,64,18.0,1782.8,0,61.4,0,93.21,192,339
2026-07-01 11:36:29.619708500,30.0,72,65,19.1,1783.85,0,61.6,0,93.42,192,339
2026-07-01 11:36:31.662252200,28.7,68,63,14.2,1783.14,0,61.6,0,93.62,192,339
2026-07-01 11:36:33.730936000,25.6,68,63,15.4,1781.5,0,61.2,0,93.71,192,339
2026-07-01 11:36:35.771989800,23.9,68,63,17.1,1778.27,0,61.4,0,93.57,192,339
2026-07-01 11:36:37.824485000,23.8,71,65,17.4,1777.89,0,61.3,0,93.69,190,339
2026-07-01 11:36:39.867131700,22.6,69,63,16.1,1777.24,0,61.3,0,93.57,190,339
2026-07-01 11:36:41.915873500,18.0,68,63,15.7,1776.83,0,61.4,0,93.53,190,339
2026-07-01 11:36:43.959642800,22.8,72,66,17.7,1780.11,0,62.0,0,93.41,190,339
2026-07-01 11:36:46.003420900,27.0,71,66,18.0,1783.17,0,62.1,0,93.45,192,339
2026-07-01 11:36:48.046674900,28.8,71,64,14.2,1779.88,0,61.6,0,93.29,192,339
2026-07-01 11:36:50.096016900,32.6,67,63,20.1,1778.49,0,62.2,0,92.87,192,339
2026-07-01 11:36:52.157121400,21.9,68,63,18.4,1776.95,0,62.2,0,92.59,191,339
2026-07-01 11:36:54.207349400,27.0,71,64,19.0,1775.17,0,62.2,0,92.57,191,339
2026-07-01 11:36:56.267992900,41.9,69,68,20.1,1773.62,0,62.4,0,92.79,183,339
2026-07-01 11:36:58.318141900,40.3,71,68,25.0,1774.37,0,62.6,0,92.72,183,339
2026-07-01 11:37:00.376941600,37.8,68,66,19.0,1773.32,0,62.6,0,92.72,183,339
2026-07-01 11:37:02.420075200,31.0,73,66,22.3,1774.57,0,62.5,0,92.77,182,339
2026-07-01 11:37:04.456059700,28.0,73,71,23.6,1775.63,0,62.6,0,92.76,182,339
2026-07-01 11:37:06.500494600,33.2,73,67,20.9,1775.1,0,62.7,0,92.56,187,338
2026-07-01 11:37:08.551579500,37.3,72,66,20.9,1772.29,0,63.1,0,92.94,184,340
2026-07-01 11:37:10.604228300,31.8,73,73,20.4,1770.84,0,63.2,0,92.99,191,341
2026-07-01 11:37:12.657313500,30.2,69,72,20.4,1769.2,0,62.9,0,92.96,189,340
2026-07-01 11:37:14.705006600,31.4,73,66,19.6,1768.02,0,63.0,0,93.11,189,340
2026-07-01 11:37:16.768285900,37.2,69,66,17.5,1765.94,0,63.4,0,93.1,187,340
2026-07-01 11:37:18.815031900,32.3,71,68,20.9,1764.32,0,63.2,0,92.89,187,340
2026-07-01 11:37:20.850172300,29.5,74,77,25.3,1766.63,0,63.3,0,93.08,187,340
2026-07-01 11:37:22.892885000,33.5,72,70,18.4,1763.76,0,63.4,0,93.03,187,340
2026-07-01 11:37:24.951854600,34.1,69,69,20.6,1763.88,0,63.5,0,93.26,187,340
2026-07-01 11:37:26.994507000,36.2,74,78,26.1,1767.01,0,64.0,0,93.09,189,340
2026-07-01 11:37:29.043352000,36.2,73,68,23.0,1766.61,0,63.6,0,93.31,187,341
2026-07-01 11:37:31.082778100,36.8,74,76,22.8,1767.09,0,63.7,0,92.95,187,340
2026-07-01 11:37:33.125447800,30.3,78,78,24.5,1766.69,0,63.9,0,92.98,187,340
2026-07-01 11:37:35.169361900,31.5,72,69,24.9,1770.22,0,63.9,0,93.03,187,340
2026-07-01 11:37:37.216903400,30.8,76,72,25.3,1773.18,0,64.1,0,93.06,187,340
2026-07-01 11:37:39.265942200,41.5,76,73,27.5,1775.32,0,64.2,0,93.3,196,342
2026-07-01 11:37:41.326791700,32.0,76,72,21.7,1774.31,0,64.3,0,93.38,191,340
2026-07-01 11:37:43.378822700,29.4,77,71,21.9,1773.13,0,64.4,0,93.36,191,340
2026-07-01 11:37:45.438592600,30.0,76,71,23.5,1771.86,0,64.7,0,93.3,191,340
2026-07-01 11:37:47.485781600,32.1,74,73,22.7,1773.98,0,64.6,0,93.22,204,341
2026-07-01 11:37:49.542582600,34.2,77,73,23.8,1776.53,0,64.7,0,93.36,195,340
2026-07-01 11:37:51.600837800,35.2,76,71,25.8,1777.8,0,64.8,0,93.09,195,340
2026-07-01 11:37:53.645569000,37.1,73,74,26.3,1776.96,0,65.2,0,93.17,195,340
2026-07-01 11:37:55.691891100,31.7,73,70,21.0,1775.66,0,65.3,0,93.33,201,340
2026-07-01 11:37:57.756262000,27.3,76,72,25.5,1778.07,0,65.2,0,93.23,201,340
2026-07-01 11:37:59.788234100,29.5,74,69,21.9,1776.46,0,65.1,0,92.91,201,340
2026-07-01 11:38:01.828776600,28.4,74,69,22.0,1774.37,0,65.2,0,92.94,201,340
2026-07-01 11:38:03.902452200,34.1,74,71,22.0,1775.68,0,65.2,0,92.88,201,340
2026-07-01 11:38:05.945375800,33.0,77,72,25.7,1776.32,0,65.4,0,93.0,201,340
2026-07-01 11:38:07.984842100,37.2,77,72,25.8,1776.91,0,65.5,0,92.85,199,340
2026-07-01 11:38:10.024170000,33.3,73,71,21.3,1775.32,0,65.3,0,92.73,197,340
2026-07-01 11:38:12.055672800,30.7,77,74,27.7,1777.25,0,65.9,0,92.85,197,340
2026-07-01 11:38:14.100230300,30.2,72,69,18.5,1775.92,0,65.5,0,92.9,197,340
2026-07-01 11:38:16.160899600,26.7,73,69,19.7,1774.76,0,65.5,0,92.72,199,339
2026-07-01 11:38:18.199934700,29.5,77,73,25.7,1774.06,0,65.6,0,92.69,199,339
2026-07-01 11:38:20.240611800,32.2,74,69,21.7,1772.79,0,65.7,0,92.49,198,339
2026-07-01 11:38:22.287670100,28.9,77,72,24.2,1774.56,0,65.9,0,92.6,195,339
2026-07-01 11:38:24.325511300,33.7,72,72,18.2,1772.8,0,66.4,0,92.67,193,339
2026-07-01 11:38:26.374660300,30.7,76,69,21.7,1770.53,0,65.8,0,92.7,192,339
2026-07-01 11:38:28.433923300,36.0,76,72,20.7,1769.94,0,66.0,0,92.67,191,339
2026-07-01 11:38:30.469291500,34.0,77,72,26.5,1770.17,0,66.0,0,92.77,186,339
2026-07-01 11:38:32.505903000,34.0,74,72,21.6,1768.08,0,66.1,0,92.64,184,339
2026-07-01 11:38:34.553446600,29.9,78,75,25.6,1769.33,0,66.7,0,92.58,183,339
2026-07-01 11:38:36.591877200,29.4,78,76,22.8,1770.43,0,66.2,0,92.63,182,339
2026-07-01 11:38:38.628249000,39.7,78,71,23.5,1771.62,0,66.2,0,91.39,182,339
2026-07-01 11:38:40.683870200,38.5,73,69,27.7,1773.88,0,66.4,0,89.33,182,339
2026-07-01 11:38:42.730209200,33.5,77,72,26.8,1777.97,0,66.6,0,88.04,182,339
2026-07-01 11:38:44.769438200,32.5,78,72,26.7,1776.54,0,66.6,0,88.22,182,339
2026-07-01 11:38:46.810933200,30.8,74,71,18.8,1775.53,0,66.5,0,88.08,182,339
2026-07-01 11:38:48.864509100,33.9,77,73,21.7,1775.6,0,66.6,0,88.18,181,339
2026-07-01 11:38:50.909425200,30.5,79,82,19.4,1777.57,0,66.6,0,88.03,181,339
2026-07-01 11:38:52.968115300,30.7,80,80,22.8,1778.46,0,66.7,0,88.1,181,339
2026-07-01 11:38:55.023597600,30.2,77,77,25.8,1781.14,0,66.8,0,88.07,173,339
2026-07-01 11:38:57.067788400,29.8,78,77,26.0,1783.21,0,67.3,0,88.06,173,339
2026-07-01 11:38:59.120393500,26.9,77,74,24.8,1783.48,0,67.0,0,88.15,172,339
2026-07-01 11:39:01.163858800,27.1,76,71,23.7,1782.93,0,67.1,0,88.19,172,339
2026-07-01 11:39:03.223086000,29.3,74,72,21.9,1783.11,0,67.6,0,88.18,172,339
2026-07-01 11:39:05.271996700,34.3,78,72,22.7,1781.78,0,67.6,0,87.94,172,339
2026-07-01 11:39:07.310930100,33.8,78,74,25.3,1782.3,0,67.2,0,88.1,178,339
2026-07-01 11:39:09.357453300,33.9,76,71,19.3,1780.48,0,67.7,0,88.24,178,341
2026-07-01 11:39:11.398375000,31.4,73,72,19.3,1778.09,0,67.8,0,88.15,177,341
2026-07-01 11:39:13.439881700,32.8,77,76,23.9,1778.61,0,67.2,0,88.33,177,340
2026-07-01 11:39:15.490298400,30.4,79,74,25.8,1779.6,0,67.4,0,88.29,177,340
2026-07-01 11:39:17.529056200,28.3,77,71,17.8,1778.24,0,67.5,0,88.63,177,340
2026-07-01 11:39:19.565585100,32.8,77,71,20.6,1776.1,0,68.0,0,88.6,177,341
2026-07-01 11:39:21.603524800,30.7,76,72,22.8,1776.51,0,67.6,0,88.46,177,341
2026-07-01 11:39:23.668730600,32.5,79,74,27.5,1778.39,0,68.0,0,88.56,177,341
2026-07-01 11:39:25.708985200,31.6,79,80,25.2,1777.78,0,68.2,0,88.52,177,341
2026-07-01 11:39:27.756917800,34.3,78,73,23.9,1780.67,0,68.1,0,88.52,177,341
2026-07-01 11:39:29.798144700,31.9,79,76,24.6,1781.02,0,67.7,0,88.45,177,341
2026-07-01 11:39:31.840850300,36.0,74,74,19.7,1779.44,0,67.8,0,88.68,177,341
2026-07-01 11:39:33.900540700,36.9,76,72,18.5,1777.98,0,67.8,0,88.54,182,341
2026-07-01 11:39:35.950384100,34.1,80,75,24.4,1779.69,0,68.0,0,88.61,177,341
2026-07-01 11:39:37.991535700,32.5,83,82,25.4,1781.28,0,68.5,0,88.5,176,343
2026-07-01 11:39:40.044933800,33.3,77,72,23.5,1779.55,0,68.0,0,88.64,176,341
2026-07-01 11:39:42.087833600,35.3,79,73,25.7,1781.29,0,68.1,0,88.5,176,341
2026-07-01 11:39:44.129977300,33.2,79,80,24.4,1782.57,0,68.0,0,88.53,176,341
2026-07-01 11:39:46.186440200,28.9,80,80,21.4,1782.38,0,68.1,0,88.6,176,341
2026-07-01 11:39:48.230270200,27.2,79,78,21.2,1783.09,0,68.0,0,88.61,175,341
2026-07-01 11:39:50.299997300,29.3,79,74,26.4,1785.49,0,68.3,0,88.62,175,341
2026-07-01 11:39:52.343350900,33.3,80,81,24.1,1785.32,0,68.3,0,88.54,175,341
2026-07-01 11:39:54.395206300,30.1,77,73,24.3,1787.12,0,68.3,0,88.45,175,341
2026-07-01 11:39:56.441369500,27.9,78,72,23.7,1786.1,0,68.4,0,88.54,171,341
2026-07-01 11:39:58.479512300,38.4,74,73,27.0,1786.87,0,68.7,0,88.48,172,341
2026-07-01 11:40:00.531653300,36.5,74,72,20.8,1787.44,0,68.6,0,88.57,171,341
2026-07-01 11:40:02.581944000,29.6,78,73,26.9,1789.76,0,68.5,0,88.47,171,341
2026-07-01 11:40:04.626722000,38.2,79,78,23.7,1791.48,0,68.8,0,88.92,171,341
2026-07-01 11:40:06.667474700,34.1,79,79,28.0,1792.65,0,68.2,0,89.08,171,341
2026-07-01 11:40:08.711719600,34.4,79,72,24.9,1794.32,0,68.3,0,89.07,171,341
2026-07-01 11:40:10.755635900,36.5,74,72,18.7,1792.73,0,68.6,0,88.94,171,341
2026-07-01 11:40:12.798345900,38.6,77,73,20.7,1790.84,0,68.6,0,85.6,171,340
2026-07-01 11:40:14.841441200,28.3,79,80,23.5,1793.04,0,68.2,0,85.03,171,340
2026-07-01 11:40:16.890540000,27.0,79,77,27.8,1794.65,0,68.6,0,85.03,181,340
2026-07-01 11:40:18.929881200,32.3,79,79,26.0,1796.71,0,68.2,0,85.1,180,340
2026-07-01 11:40:20.971172300,31.0,77,74,19.8,1795.53,0,68.6,0,84.77,175,339
2026-07-01 11:40:23.024865400,32.6,79,79,27.3,1796.78,0,68.3,0,84.8,175,339
2026-07-01 11:40:25.064474700,31.5,74,71,19.5,1796.8,0,68.6,0,84.74,175,339
2026-07-01 11:40:27.130255700,34.0,76,74,23.0,1794.82,0,68.1,0,84.75,175,339
2026-07-01 11:40:29.177024700,29.6,79,80,25.1,1794.79,0,68.6,0,84.92,172,339
2026-07-01 11:40:31.220578000,31.5,79,75,22.6,1793.74,0,68.6,0,85.03,172,339
2026-07-01 11:40:33.263574300,30.7,79,74,25.5,1796.22,0,68.6,0,84.91,172,339
2026-07-01 11:40:35.302331700,33.9,76,72,20.1,1796.0,0,68.1,0,84.99,172,339
2026-07-01 11:40:37.345127700,30.5,79,75,25.4,1795.48,0,68.6,0,84.91,172,339
2026-07-01 11:40:39.397487600,34.9,79,78,26.3,1794.83,0,68.2,0,85.01,172,338
2026-07-01 11:40:41.428862300,30.5,79,74,21.4,1794.34,0,68.1,0,84.77,176,338
2026-07-01 11:40:43.490147700,31.5,79,79,20.3,1794.94,0,68.1,0,84.95,176,338
2026-07-01 11:40:45.544311000,33.0,74,72,21.2,1793.96,0,68.2,0,84.82,176,338
2026-07-01 11:40:47.583155100,30.5,79,74,23.7,1793.75,0,68.2,0,85.04,176,338
2026-07-01 11:40:49.652986900,31.8,79,74,26.0,1793.8,0,68.3,0,84.88,176,338
2026-07-01 11:40:51.687545300,32.2,76,73,21.6,1793.4,0,68.2,0,85.01,176,338
2026-07-01 11:40:53.731059700,29.8,79,79,21.2,1793.96,0,68.1,0,84.78,183,338
2026-07-01 11:40:55.792698900,31.6,77,78,19.7,1794.16,0,68.1,0,85.07,183,338
2026-07-01 11:40:57.831519800,31.4,79,74,21.3,1795.93,0,68.1,0,84.74,182,338
2026-07-01 11:40:59.872589700,29.8,79,73,24.8,1796.5,0,68.1,0,84.89,176,338
2026-07-01 11:41:01.923452600,32.8,78,73,25.7,1796.47,0,68.2,0,84.88,176,338
2026-07-01 11:41:03.972466000,32.2,80,76,27.7,1795.88,0,68.3,0,84.68,176,338
2026-07-01 11:41:06.007457800,36.6,77,76,22.2,1796.44,0,68.2,0,84.96,176,338
2026-07-01 11:41:08.053686100,29.5,79,74,27.6,1796.95,0,68.7,0,85.05,176,338
2026-07-01 11:41:10.117413100,29.7,79,76,26.1,1797.53,0,68.1,0,84.88,176,337
2026-07-01 11:41:12.162670000,38.0,82,82,26.5,1798.2,0,68.2,0,84.82,189,337
2026-07-01 11:41:14.209564900,38.3,79,79,23.8,1796.91,0,68.5,0,85.02,188,337
2026-07-01 11:41:16.250243600,32.6,79,78,26.2,1799.01,0,68.3,0,85.0,188,337
2026-07-01 11:41:18.288827200,34.8,79,77,23.2,1799.55,0,68.3,0,85.36,188,337
2026-07-01 11:41:20.341056600,27.6,79,79,24.4,1801.3,0,68.7,0,85.11,188,337
2026-07-01 11:41:22.381826600,26.9,79,72,23.0,1800.96,0,68.8,0,85.28,188,337
2026-07-01 11:41:24.435069700,31.8,77,80,23.5,1800.03,0,68.3,0,85.01,188,337
2026-07-01 11:41:26.490464200,30.4,79,74,25.2,1801.01,0,68.4,0,85.13,188,337
