timestamp,cpuUsage,cpuTemperature,ramUsage,networkConnections,processCount,cpuPackagePower,cpuAverageClock
2026-07-01 02:30:53.975169600,27.4,82.9,71.33,236,269,31.3,3169
2026-07-01 02:30:57.909829600,8.3,71.3,71.7,237,269,15.3,3860
2026-07-01 02:31:00.960654700,15.5,75.0,71.64,239,270,21.4,4261
2026-07-01 02:31:03.999124400,43.9,85.6,71.67,236,270,41.5,3829
2026-07-01 02:31:07.045752800,49.6,91.9,72.76,238,270,42.9,3677
2026-07-01 02:31:10.105429300,64.7,94.1,73.21,237,270,47.3,3787
2026-07-01 02:31:13.168757400,31.4,92.3,74.09,236,270,35.4,3849
2026-07-01 02:31:16.204517200,88.0,94.6,74.39,236,270,45.6,3868
2026-07-01 02:31:19.275971300,64.5,94.9,75.28,236,270,44.1,3650
2026-07-01 02:31:22.316443200,28.2,95.1,75.06,236,270,34.6,3918
2026-07-01 02:31:25.357632800,26.7,92.3,75.1,236,270,32.4,3794
2026-07-01 02:31:28.393118600,16.2,85.6,75.25,236,270,22.0,4159
2026-07-01 02:31:31.426300500,18.6,84.5,75.24,233,270,23.9,4146
2026-07-01 02:31:34.457899500,30.0,85.1,75.27,235,271,36.7,4183
2026-07-01 02:31:37.521515700,42.3,88.9,76.67,240,278,34.1,3603
2026-07-01 02:31:40.579383900,12.8,82.9,74.54,245,278,21.0,3799
2026-07-01 02:31:43.637441500,15.9,83.4,74.52,245,278,22.3,3090
2026-07-01 02:31:46.688799100,16.3,83.6,74.46,242,278,21.9,3556
2026-07-01 02:31:49.730603100,20.9,87.1,74.64,242,279,24.5,4292
2026-07-01 02:31:52.781778200,15.3,81.4,74.76,242,279,20.1,3608
2026-07-01 02:31:55.842017600,22.4,81.8,74.79,242,279,26.0,3916
2026-07-01 02:31:58.894852700,22.5,82.5,74.78,242,279,23.3,4072
2026-07-01 02:32:01.950152300,25.3,81.8,74.74,242,279,24.1,3904
2026-07-01 02:32:04.999584500,24.4,83.4,75.05,240,279,24.6,3609
2026-07-01 02:32:08.048414100,24.3,83.0,75.02,239,278,26.4,3352
2026-07-01 02:32:11.096242200,34.6,85.1,74.97,237,278,30.9,3238
2026-07-01 02:32:14.180441800,35.9,90.3,75.17,231,279,34.0,4236
2026-07-01 02:32:17.212612200,26.2,88.4,75.06,231,278,27.5,3936
2026-07-01 02:32:20.243563000,25.3,87.3,74.9,229,277,26.4,4345
2026-07-01 02:32:23.276814500,28.4,87.8,74.86,227,277,30.6,4127
2026-07-01 02:32:26.303833600,37.5,89.4,74.86,228,277,32.2,3200
2026-07-01 02:32:29.338947500,32.0,89.6,74.89,228,277,29.6,3949
2026-07-01 02:32:32.369924700,38.1,91.9,74.87,229,277,32.5,4161
2026-07-01 02:32:35.399063100,50.0,93.5,74.97,226,277,37.5,3549
2026-07-01 02:32:38.455407900,89.1,94.9,75.95,225,276,42.0,3577
2026-07-01 02:32:41.529463200,73.9,95.3,76.02,223,276,39.0,3693
2026-07-01 02:32:44.565006800,71.1,95.3,75.84,222,276,37.8,3485
2026-07-01 02:32:47.601510000,58.1,95.3,75.82,222,276,36.1,3627
2026-07-01 02:32:50.633073200,48.5,95.5,75.85,222,276,38.5,3578
2026-07-01 02:32:53.661528400,45.0,95.6,75.89,221,276,37.3,3460
2026-07-01 02:32:56.688675300,45.8,95.5,75.8,220,276,36.8,3867
2026-07-01 02:32:59.719348900,42.1,95.5,75.77,219,276,35.2,3384
2026-07-01 02:33:02.750647900,55.2,94.3,75.88,219,276,34.7,3643
2026-07-01 02:33:05.777529300,54.6,94.8,75.8,218,276,35.3,3624
2026-07-01 02:33:08.804004900,56.7,95.1,75.8,218,276,36.4,3880
2026-07-01 02:33:11.832722400,59.2,95.4,75.84,218,278,36.8,3444
2026-07-01 02:33:14.865288900,55.7,95.5,75.71,217,274,38.2,3618
2026-07-01 02:33:17.894448100,61.3,95.1,75.74,217,274,37.8,3712
2026-07-01 02:33:20.932471000,75.2,95.1,75.77,217,274,38.2,3643
2026-07-01 02:33:23.980117300,72.1,95.4,75.69,217,274,37.5,3986
2026-07-01 02:33:27.008840300,76.1,95.4,75.71,215,274,39.2,3943
2026-07-01 02:33:30.038665500,72.7,95.4,75.72,215,274,38.3,3484
2026-07-01 02:33:33.071459400,76.2,95.3,75.72,215,274,38.2,3453
2026-07-01 02:33:36.107716700,71.5,95.3,75.48,214,274,38.6,3693
2026-07-01 02:33:39.143120800,74.8,95.3,75.49,213,274,38.5,3668
2026-07-01 02:33:42.176618300,79.1,95.3,75.71,210,275,38.5,3737
2026-07-01 02:33:45.212855000,75.7,95.3,75.48,208,273,38.2,3906
2026-07-01 02:33:48.239350200,81.0,95.4,75.47,208,273,38.8,3499
2026-07-01 02:33:51.285447600,86.2,95.4,75.47,208,273,38.4,3693
2026-07-01 02:33:54.321875200,82.3,95.3,75.56,206,273,38.6,3599
2026-07-01 02:33:57.354857700,85.6,95.3,75.42,207,274,38.7,3706
2026-07-01 02:34:00.389305700,82.2,95.3,75.46,207,274,38.7,3693
2026-07-01 02:34:03.426788000,85.6,95.3,75.45,207,274,39.6,3590
2026-07-01 02:34:06.463709800,82.7,95.3,75.47,208,274,39.6,3768
2026-07-01 02:34:09.502967700,85.1,95.3,75.42,208,274,39.6,3593
2026-07-01 02:34:12.535877300,95.0,95.3,75.64,208,276,39.0,3668
2026-07-01 02:34:15.573936600,93.6,95.1,75.49,208,274,40.4,3518
2026-07-01 02:34:18.620107300,91.9,95.1,75.5,208,274,40.2,3624
2026-07-01 02:34:21.664296700,95.0,95.1,75.5,208,274,41.0,3606
2026-07-01 02:34:24.703909900,98.9,95.1,75.47,206,274,41.2,3602
2026-07-01 02:34:27.872352900,100.0,95.0,75.47,206,274,41.7,3609
2026-07-01 02:34:30.971809900,100.0,95.1,75.44,206,274,42.0,3584
2026-07-01 02:34:34.046067800,100.0,95.0,75.43,205,274,40.6,3596
2026-07-01 02:34:37.133514700,100.0,95.0,75.46,205,273,40.3,3584
2026-07-01 02:34:40.220288300,100.0,95.0,75.4,204,272,40.0,3590
2026-07-01 02:34:43.297505200,100.0,95.0,75.39,203,272,40.0,3599
2026-07-01 02:34:46.379839500,100.0,95.1,75.48,206,274,41.7,3444
2026-07-01 02:34:49.439824000,100.0,95.1,75.68,204,274,40.9,3462
2026-07-01 02:34:52.521818500,100.0,95.0,75.65,203,274,39.8,3580
2026-07-01 02:34:55.595939200,99.5,95.0,75.62,202,274,40.9,3590
2026-07-01 02:34:58.699731000,100.0,95.0,75.6,202,274,40.8,3577
2026-07-01 02:35:01.758608500,100.0,95.1,75.62,203,274,41.5,3574
2026-07-01 02:35:04.817593400,100.0,95.0,75.6,204,273,41.1,3571
2026-07-01 02:35:07.878595800,99.0,95.1,75.55,204,273,42.1,3468
2026-07-01 02:35:10.957721100,91.9,95.1,75.78,204,271,41.0,3546
2026-07-01 02:35:13.993679100,95.8,95.1,75.73,204,270,40.4,3568
2026-07-01 02:35:17.034912700,93.9,95.1,75.78,205,270,40.6,3680
2026-07-01 02:35:20.073584800,95.0,95.1,75.74,205,270,40.4,3637
2026-07-01 02:35:23.106109600,91.9,95.1,75.75,205,270,41.1,3584
2026-07-01 02:35:26.153192400,82.9,95.3,75.78,206,270,38.8,3543
2026-07-01 02:35:29.194641000,80.8,95.3,75.71,206,270,39.4,3593
2026-07-01 02:35:32.240308400,85.3,95.3,75.7,206,270,40.2,3612
2026-07-01 02:35:35.270015800,81.7,95.3,75.68,206,270,41.1,3793
2026-07-01 02:35:38.305338800,87.4,95.3,75.69,206,270,40.7,3865
2026-07-01 02:35:41.340310200,81.5,95.3,75.67,206,270,40.3,3643
2026-07-01 02:35:44.373204600,93.6,95.3,75.79,205,272,40.1,3496
2026-07-01 02:35:47.418247100,86.1,95.3,75.67,206,270,39.9,3556
2026-07-01 02:35:50.451010300,81.9,95.3,75.65,206,270,40.3,3562
2026-07-01 02:35:53.482044300,76.3,95.3,75.66,206,270,38.2,3862
2026-07-01 02:35:56.512506700,74.1,95.4,75.66,206,270,38.3,3390
2026-07-01 02:35:59.539377200,73.8,95.5,75.65,206,270,38.8,3818
2026-07-01 02:36:02.584009700,63.1,95.4,75.83,206,270,37.8,3918
2026-07-01 02:36:05.613205800,65.3,95.5,75.67,206,270,37.5,3385
2026-07-01 02:36:08.640589600,62.3,95.4,75.68,206,270,37.2,3807
2026-07-01 02:36:11.668821500,65.2,95.5,75.68,206,271,38.1,3893
2026-07-01 02:36:14.696396300,73.1,95.5,75.91,204,273,40.2,3806
2026-07-01 02:36:17.732804300,65.1,95.4,75.7,206,271,38.6,3771
2026-07-01 02:36:20.766236200,64.7,95.4,75.7,206,271,38.9,3793
2026-07-01 02:36:23.795185700,64.8,95.4,75.71,206,271,39.3,3668
2026-07-01 02:36:26.826757200,53.6,94.4,75.68,207,271,34.4,3604
2026-07-01 02:36:29.876492700,55.5,95.1,75.71,207,272,38.2,3653
2026-07-01 02:36:32.908925600,52.4,95.4,75.72,207,272,36.3,3646
2026-07-01 02:36:35.943048900,56.9,95.3,75.72,207,271,39.2,3593
2026-07-01 02:36:38.969886400,53.8,95.4,75.73,202,271,40.1,3765
2026-07-01 02:36:41.994277000,57.4,95.6,75.76,206,271,40.4,3637
2026-07-01 02:36:45.026438100,61.2,95.5,76.0,205,273,38.7,4217
2026-07-01 02:36:48.058852600,55.5,95.5,75.73,207,271,40.7,4042
2026-07-01 02:36:51.090366900,52.6,95.6,75.73,207,271,40.5,3338
2026-07-01 02:36:54.125587500,45.5,93.3,75.68,210,271,33.1,3799
2026-07-01 02:36:57.156194700,42.9,92.8,75.68,210,271,32.6,3843
2026-07-01 02:37:00.190230000,45.5,93.3,76.28,210,271,35.4,3604
2026-07-01 02:37:03.220276400,40.6,93.6,76.29,210,271,33.4,3912
2026-07-01 02:37:06.246823200,46.1,93.6,76.3,209,271,35.3,3868
2026-07-01 02:37:09.273379300,32.8,91.6,76.29,209,271,27.5,3279
2026-07-01 02:37:12.300465100,41.1,91.5,76.29,208,271,35.0,3552
2026-07-01 02:37:15.326430800,58.9,93.6,77.11,206,272,44.6,3874
2026-07-01 02:37:18.378367700,37.2,93.3,75.15,219,278,33.8,4208
2026-07-01 02:37:21.420568600,28.8,91.4,75.12,220,278,30.3,3709
2026-07-01 02:37:24.464043000,34.9,91.0,75.11,220,278,31.9,3840
2026-07-01 02:37:27.517856200,26.9,85.6,75.09,219,278,24.4,3618
2026-07-01 02:37:30.573938000,26.3,84.4,75.36,220,277,27.4,3477
2026-07-01 02:37:33.622847100,23.8,83.0,75.45,220,277,24.8,3198
2026-07-01 02:37:36.669147600,23.1,83.3,75.54,220,277,24.4,3252
2026-07-01 02:37:39.712855900,39.5,89.4,75.41,220,277,38.1,3577
2026-07-01 02:37:42.760374600,28.5,88.6,75.68,219,277,27.6,3169
2026-07-01 02:37:45.814243000,15.1,82.0,75.66,218,277,18.9,3741
2026-07-01 02:37:48.858209000,11.5,76.6,75.6,218,277,17.3,3065
2026-07-01 02:37:51.899369200,19.7,76.5,75.46,213,276,20.4,3951
2026-07-01 02:37:54.942745600,10.2,75.9,75.5,215,276,19.0,3146
2026-07-01 02:37:57.995724600,20.5,79.5,75.46,217,275,23.6,3247
2026-07-01 02:38:01.042443400,24.0,81.0,75.44,218,275,28.7,4208
2026-07-01 02:38:04.082283300,16.3,78.8,75.4,219,277,24.3,3865
2026-07-01 02:38:07.111822800,3.9,71.9,75.28,217,275,9.9,3356
2026-07-01 02:38:10.137689400,12.9,73.4,75.49,215,277,20.0,3465
2026-07-01 02:38:13.166181300,3.9,68.9,75.58,215,278,8.3,3842
2026-07-01 02:38:16.191573300,6.5,71.9,75.57,215,277,11.5,3814
2026-07-01 02:38:19.219047100,4.4,68.9,75.49,215,276,9.5,3701
2026-07-01 02:38:22.246132200,5.3,68.8,75.51,215,276,11.6,3337
2026-07-01 02:38:25.274600400,2.4,66.5,75.51,213,276,8.4,3260
2026-07-01 02:38:28.301893100,7.0,67.5,75.49,214,276,11.4,3910
2026-07-01 02:38:31.329219700,4.1,67.3,75.49,214,276,9.8,3169
2026-07-01 02:38:34.359320100,6.0,68.4,75.46,214,276,12.1,3713
2026-07-01 02:38:37.385872500,3.4,67.1,75.47,214,276,8.6,3742
2026-07-01 02:38:40.415060200,6.1,67.1,75.47,214,274,12.1,3366
2026-07-01 02:38:43.441762800,2.5,66.4,75.44,213,274,8.6,3910
2026-07-01 02:38:46.472104700,5.3,70.5,75.43,213,273,11.7,3277
2026-07-01 02:38:49.497126200,2.0,66.4,75.43,212,273,8.2,3446
2026-07-01 02:38:52.523458400,5.5,66.9,75.43,212,273,11.4,3816
2026-07-01 02:38:55.548856800,2.2,65.1,75.41,210,273,8.3,3971
2026-07-01 02:38:58.575454100,83.6,83.1,75.41,210,273,52.4,3852
2026-07-01 02:39:01.608461500,82.0,94.0,75.4,210,273,50.6,3768
2026-07-01 02:39:04.659536800,84.4,95.1,75.28,210,271,47.9,3768
2026-07-01 02:39:07.695147600,81.7,95.3,75.26,209,272,47.0,3818
2026-07-01 02:39:10.725704400,86.2,95.3,75.11,209,271,45.9,3799
2026-07-01 02:39:13.755459700,21.6,87.3,75.11,209,271,23.9,3670
2026-07-01 02:39:16.784184500,26.4,86.8,75.1,209,270,27.3,3665
2026-07-01 02:39:19.809388200,24.7,85.6,75.08,209,270,25.5,3660
2026-07-01 02:39:22.840879900,25.3,85.6,75.07,208,270,27.9,3266
2026-07-01 02:39:25.868717000,22.9,85.6,75.07,207,270,25.9,3851
2026-07-01 02:39:28.896713500,23.7,86.1,75.08,206,270,26.2,3368
2026-07-01 02:39:31.925237900,26.8,87.5,75.13,208,270,27.1,3238
2026-07-01 02:39:34.956873500,40.2,89.5,75.13,208,270,39.4,3395
2026-07-01 02:39:38.010721000,53.9,91.4,76.32,211,277,38.6,3054
2026-07-01 02:39:41.046014400,53.6,93.8,76.2,211,276,37.2,3200
2026-07-01 02:39:44.072402200,63.3,94.6,75.52,208,275,40.7,3857
2026-07-01 02:39:47.097695500,52.8,95.1,75.56,209,275,39.8,3768
2026-07-01 02:39:50.127289800,55.4,95.3,75.56,208,275,41.1,3656
2026-07-01 02:39:53.155335100,53.2,95.5,75.54,208,275,39.3,3698
2026-07-01 02:39:56.187265100,55.4,95.5,75.53,210,275,39.7,3624
2026-07-01 02:39:59.221745900,52.0,95.4,75.53,210,275,38.1,3974
2026-07-01 02:40:02.250205800,54.9,95.3,75.52,210,275,36.8,4217
2026-07-01 02:40:05.276792200,54.5,95.1,75.49,208,275,38.2,3690
2026-07-01 02:40:08.315130500,35.3,91.5,75.48,209,275,30.2,3169
2026-07-01 02:40:11.344195700,31.3,90.6,75.46,208,275,28.8,3887
2026-07-01 02:40:14.371318900,44.4,92.3,75.53,207,277,35.6,3859
2026-07-01 02:40:17.400980200,34.2,92.1,75.43,207,273,29.7,3974
2026-07-01 02:40:20.425991600,36.8,92.9,75.39,206,273,30.2,3871
2026-07-01 02:40:23.453487700,32.9,92.6,75.4,206,273,30.1,3154
2026-07-01 02:40:26.479958900,34.6,92.4,75.4,206,273,31.6,3260
2026-07-01 02:40:29.506945400,43.0,91.3,75.38,206,273,33.3,3771
2026-07-01 02:40:32.540353400,46.0,92.5,75.39,206,273,34.7,3200
2026-07-01 02:40:35.566586500,43.5,92.6,75.34,204,273,34.5,3431
2026-07-01 02:40:38.593642600,45.6,92.8,75.26,206,271,35.8,3697
2026-07-01 02:40:41.619982900,40.5,93.1,75.25,206,270,34.8,3442
2026-07-01 02:40:44.645134100,52.0,93.8,75.44,206,272,38.7,3852
2026-07-01 02:40:47.673973900,31.6,90.4,75.29,205,270,31.6,4148
2026-07-01 02:40:50.699867200,53.9,91.5,75.22,205,270,38.3,3793
2026-07-01 02:40:53.731561900,52.9,93.9,75.24,205,270,37.5,3843
2026-07-01 02:40:56.773302100,57.3,94.4,75.23,205,270,37.5,4217
2026-07-01 02:40:59.803613300,53.4,94.8,75.24,205,270,39.0,3840
2026-07-01 02:41:02.829526300,55.5,95.0,75.23,205,270,39.5,3685
2026-07-01 02:41:05.856452500,52.9,95.1,75.23,205,270,37.6,3818
2026-07-01 02:41:08.882990400,55.7,95.0,75.23,205,270,39.0,4020
2026-07-01 02:41:11.920111900,49.4,93.3,75.22,205,270,35.3,3818
2026-07-01 02:41:14.946124100,56.9,93.6,75.44,205,272,40.2,3718
2026-07-01 02:41:17.974067000,44.1,93.5,75.24,205,270,36.7,4167
2026-07-01 02:41:21.000023800,45.8,93.6,75.2,204,270,36.3,3821
2026-07-01 02:41:24.024079700,43.3,93.1,75.22,204,270,35.9,3884
2026-07-01 02:41:27.052528900,45.1,93.4,75.2,205,270,37.1,4261
2026-07-01 02:41:30.084048300,42.1,93.6,75.32,205,271,37.5,3931
2026-07-01 02:41:33.166103300,74.9,94.9,75.26,203,270,41.4,3662
2026-07-01 02:41:36.194635200,72.1,95.4,75.24,205,270,42.7,3768
2026-07-01 02:41:39.227337900,74.7,95.4,75.25,205,270,42.3,3986
2026-07-01 02:41:42.256453900,74.0,95.5,75.23,205,270,44.2,4167
2026-07-01 02:41:45.299586900,74.3,95.4,75.52,203,272,42.3,3649
2026-07-01 02:41:48.332803700,77.1,95.4,75.25,204,270,42.4,3712
2026-07-01 02:41:51.372459400,100.0,95.1,75.22,203,270,43.1,3637
2026-07-01 02:41:54.432848500,100.0,95.1,75.19,203,270,42.8,3637
2026-07-01 02:41:57.512947700,100.0,95.0,75.24,202,270,42.0,3621
2026-07-01 02:42:00.586817700,4.2,80.0,75.25,202,270,9.3,3350
2026-07-01 02:42:03.622474400,24.6,81.1,75.27,202,270,26.4,3444
2026-07-01 02:42:06.647303500,21.5,84.0,75.21,200,270,24.7,3169
2026-07-01 02:42:09.673293100,27.1,85.4,75.23,199,270,27.8,3457
2026-07-01 02:42:12.702478800,27.2,86.6,75.23,199,270,30.2,3040
2026-07-01 02:42:15.726644800,28.6,92.6,75.43,197,271,29.9,3820
2026-07-01 02:42:18.751258300,22.3,88.4,75.45,199,270,25.7,4351
2026-07-01 02:42:21.781178200,25.7,85.8,75.3,199,270,27.4,3658
2026-07-01 02:42:24.809716100,22.2,84.6,75.29,199,270,25.5,3503
2026-07-01 02:42:27.839184300,25.6,85.0,75.28,200,270,27.1,3226
2026-07-01 02:42:30.876065200,61.0,93.3,75.27,200,270,40.7,4020
2026-07-01 02:42:33.902233000,65.0,95.0,75.26,200,270,41.2,3812
2026-07-01 02:42:36.927772800,62.8,95.4,75.27,199,270,42.3,3718
2026-07-01 02:42:39.952674600,65.1,95.5,75.27,199,270,41.1,3799
2026-07-01 02:42:42.988613000,82.0,95.4,75.28,199,270,43.2,3693
2026-07-01 02:42:46.017907000,86.6,95.3,75.23,199,270,44.4,3668
2026-07-01 02:42:49.051193800,82.3,95.3,75.28,199,270,43.4,3668
2026-07-01 02:42:52.082941100,85.4,95.3,75.25,199,270,42.6,3774
2026-07-01 02:42:55.118413500,82.2,95.1,75.26,200,270,42.7,3671
2026-07-01 02:42:58.152749800,86.0,95.3,75.25,200,270,42.0,3727
2026-07-01 02:43:01.183974300,83.3,95.3,75.24,200,270,42.4,3737
2026-07-01 02:43:04.219977900,35.9,92.3,75.25,200,270,30.7,3843
2026-07-01 02:43:07.256787800,31.5,90.6,75.25,201,270,29.5,4164
2026-07-01 02:43:10.285668900,33.0,90.1,75.24,201,270,31.3,4008
2026-07-01 02:43:13.311296800,23.4,86.8,75.24,201,270,24.1,3229
2026-07-01 02:43:16.342746700,25.5,88.0,75.26,199,270,26.5,3571
2026-07-01 02:43:19.372131000,23.2,86.4,75.26,199,270,25.8,3238
2026-07-01 02:43:22.397428800,27.2,85.4,75.23,199,270,26.8,3765
2026-07-01 02:43:25.427465100,22.9,84.9,75.24,197,270,25.3,3319
2026-07-01 02:43:28.452308300,24.8,84.4,75.23,198,270,26.7,3496
2026-07-01 02:43:31.475621300,22.6,84.6,75.23,198,270,26.1,3411
2026-07-01 02:43:34.501295800,5.2,73.9,75.23,198,271,11.8,3464
2026-07-01 02:43:37.529718500,4.1,75.4,75.43,198,274,12.2,3715
2026-07-01 02:43:40.554659300,5.5,71.0,75.41,198,274,11.0,3352
2026-07-01 02:43:43.582417200,2.5,68.9,75.39,198,274,8.4,3460
2026-07-01 02:43:46.611173600,5.5,71.5,75.39,198,274,11.4,4239
2026-07-01 02:43:49.635194000,7.5,68.8,75.39,197,274,11.3,3968
2026-07-01 02:43:52.725261900,100.0,90.5,75.38,197,274,51.2,3802
2026-07-01 02:43:55.778224500,100.0,94.6,75.35,196,274,48.8,3771
2026-07-01 02:43:58.856365400,100.0,95.0,75.38,197,274,47.1,3737
2026-07-01 02:44:01.914527100,100.0,95.0,75.36,197,274,45.9,3727
2026-07-01 02:44:04.974044200,100.0,95.0,75.36,197,274,45.0,3709
2026-07-01 02:44:08.026569700,100.0,95.0,75.35,197,274,44.6,3687
2026-07-01 02:44:11.117609900,100.0,95.0,75.3,197,273,43.7,3677
2026-07-01 02:44:14.191645000,100.0,95.0,75.29,197,273,43.1,3643
2026-07-01 02:44:17.258055700,27.7,90.6,75.61,197,272,25.7,3668
2026-07-01 02:44:20.332495600,100.0,94.3,73.73,197,272,42.4,3618
2026-07-01 02:44:23.431175900,100.0,95.0,73.05,197,272,41.4,3612
2026-07-01 02:44:26.506759900,100.0,95.0,73.06,196,272,41.0,3546
2026-07-01 02:44:29.621012500,100.0,95.0,73.09,196,272,40.6,3580
2026-07-01 02:44:32.696761000,100.0,95.0,73.1,196,272,40.4,3571
2026-07-01 02:44:35.768070000,100.0,95.0,73.09,195,272,40.2,3577
2026-07-01 02:44:38.867793400,100.0,95.0,73.01,196,270,40.0,3568
2026-07-01 02:44:41.916753600,6.2,87.8,73.07,196,270,11.8,3693
2026-07-01 02:44:44.946140500,11.4,83.3,73.07,196,270,20.9,3588
2026-07-01 02:44:47.970374100,4.9,75.3,73.06,196,270,11.1,3625
2026-07-01 02:44:50.995948200,2.5,71.9,73.06,196,270,7.7,3176
2026-07-01 02:44:54.021525800,5.8,71.1,73.06,196,270,12.3,3465
2026-07-01 02:44:57.045418000,23.6,73.5,73.07,197,270,19.0,3774
2026-07-01 02:45:00.120572700,100.0,91.3,73.07,197,270,47.5,3737
2026-07-01 02:45:03.211990200,100.0,94.9,73.04,197,270,45.5,3712
2026-07-01 02:45:06.248707600,100.0,95.0,73.04,196,270,44.8,3687
2026-07-01 02:45:09.352804400,100.0,95.0,73.03,197,270,44.1,3671
2026-07-01 02:45:12.427062000,100.0,95.1,73.05,197,270,43.3,3674
2026-07-01 02:45:15.490388100,44.1,91.4,73.18,196,272,28.3,3912
2026-07-01 02:45:18.515951700,2.2,79.6,73.03,198,270,8.7,3227
2026-07-01 02:45:21.574998800,100.0,94.0,72.97,198,270,44.6,3677
2026-07-01 02:45:24.676358200,100.0,94.8,73.05,198,270,44.2,3665
2026-07-01 02:45:27.769062100,100.0,95.0,72.98,198,270,43.5,3652
2026-07-01 02:45:30.866791100,100.0,95.0,72.94,198,270,43.2,3646
2026-07-01 02:45:33.940548700,100.0,95.0,72.92,198,270,42.8,3646
2026-07-01 02:45:37.005082700,100.0,95.0,72.92,198,270,42.8,3640
2026-07-01 02:45:40.099612900,100.0,95.0,72.89,198,270,42.6,3640
2026-07-01 02:45:43.160454700,100.0,95.0,72.9,198,270,42.2,3630
2026-07-01 02:45:46.218813200,6.3,84.5,72.98,197,270,11.0,3290
2026-07-01 02:45:49.244764800,3.2,75.5,73.06,198,270,9.7,3536
2026-07-01 02:45:52.268960600,5.1,72.0,73.06,198,270,11.0,3821
2026-07-01 02:45:55.293480800,2.9,69.5,72.97,197,270,7.8,3536
2026-07-01 02:45:58.319425300,5.5,69.8,72.97,198,270,11.2,3687
2026-07-01 02:46:01.342916200,2.7,68.5,72.97,198,270,8.3,3181
2026-07-01 02:46:04.367940200,42.9,77.4,72.97,198,270,30.5,3580
2026-07-01 02:46:07.477266500,100.0,91.6,72.96,198,270,48.9,3756
2026-07-01 02:46:10.543674400,100.0,94.9,72.95,198,270,47.0,3734
2026-07-01 02:46:13.615903700,100.0,95.0,73.0,198,270,46.2,3721
2026-07-01 02:46:16.682395900,83.8,94.3,72.98,196,272,41.1,3535
2026-07-01 02:46:19.712376900,5.7,78.5,72.81,197,270,11.8,3618
2026-07-01 02:46:22.742159400,3.3,71.6,72.78,197,270,8.6,3373
2026-07-01 02:46:25.771028200,5.2,69.9,72.77,197,270,11.3,3361
2026-07-01 02:46:28.796005200,2.7,68.4,72.77,198,270,8.2,3014
2026-07-01 02:46:31.822265300,5.7,68.8,72.77,198,270,11.1,3916
2026-07-01 02:46:34.848226600,2.7,68.0,72.77,198,270,9.2,3173
2026-07-01 02:46:37.873141600,6.7,68.0,72.76,198,270,12.7,3300
2026-07-01 02:46:40.897795900,2.9,67.1,72.78,198,270,8.6,3368
2026-07-01 02:46:43.923358100,6.1,67.3,72.75,198,270,11.6,3677
2026-07-01 02:46:46.949245700,11.2,74.1,72.92,196,272,21.1,3410
2026-07-01 02:46:49.974852900,5.2,68.8,72.76,198,270,11.7,3493
2026-07-01 02:46:52.999828900,1.9,66.3,72.76,198,270,8.1,3355
2026-07-01 02:46:56.024656400,5.8,67.1,72.76,198,270,11.3,3311
2026-07-01 02:46:59.049148400,3.9,65.6,72.75,197,270,7.9,3679
2026-07-01 02:47:02.073537100,5.2,66.6,72.76,197,270,11.3,3988
2026-07-01 02:47:05.098274700,11.7,71.1,72.75,197,270,17.7,3128
2026-07-01 02:47:08.123395200,16.7,74.1,72.89,206,271,21.3,3432
2026-07-01 02:47:11.149064300,12.0,74.3,72.82,204,270,18.2,3076
2026-07-01 02:47:14.176001000,15.3,74.6,72.82,204,270,20.1,4151
2026-07-01 02:47:17.200460200,24.9,80.3,73.02,203,271,28.8,4380
2026-07-01 02:47:20.225526200,17.6,80.3,72.92,203,269,22.2,3664
2026-07-01 02:47:23.251717500,12.9,76.1,72.9,203,269,18.5,3536
2026-07-01 02:47:26.278840100,16.0,75.3,72.93,202,269,20.5,3599
2026-07-01 02:47:29.304548600,14.2,74.1,72.96,203,269,18.0,3487
2026-07-01 02:47:32.329355600,22.5,76.8,72.95,203,269,25.8,3574
2026-07-01 02:47:35.354095400,22.6,81.4,72.95,203,269,25.0,3568
2026-07-01 02:47:38.384897800,35.7,84.5,72.96,203,269,32.3,3481
2026-07-01 02:47:41.410321800,30.7,87.1,72.96,203,269,31.5,4186
2026-07-01 02:47:44.434804300,37.6,87.9,72.96,203,269,33.7,3943
2026-07-01 02:47:47.462546900,33.0,90.1,72.97,203,269,33.3,3946
2026-07-01 02:47:50.486106900,35.5,90.0,73.0,203,269,34.3,4039
2026-07-01 02:47:53.510786700,33.3,90.0,72.99,203,269,32.8,3728
2026-07-01 02:47:56.538918900,36.8,90.5,73.09,197,269,34.1,4192
2026-07-01 02:47:59.563375500,32.5,90.0,72.98,198,269,31.3,3946
2026-07-01 02:48:02.591153700,35.1,90.1,72.98,198,269,31.6,3986
2026-07-01 02:48:05.623135300,32.7,90.8,72.99,198,269,31.8,4317
2026-07-01 02:48:08.650934100,45.7,91.6,72.99,198,269,35.8,3906
2026-07-01 02:48:11.675566700,41.9,92.3,73.0,198,269,34.4,3899
2026-07-01 02:48:14.713547300,55.6,92.9,72.99,205,269,37.3,3756
2026-07-01 02:48:17.739180300,52.1,94.8,72.99,203,269,38.8,3759
2026-07-01 02:48:20.769017100,55.5,95.3,73.02,203,269,39.5,3500
2026-07-01 02:48:23.794825600,52.6,95.4,73.03,208,269,39.6,3709
2026-07-01 02:48:26.819443400,55.8,95.5,73.01,208,269,38.6,3968
2026-07-01 02:48:29.846812000,62.2,95.1,73.03,207,269,39.5,3824
